@relation PokemonNameOnly

@attribute name1 {12449,12450,12451,12452,12453,12454,12455,12456,12457,12458,12459,12460,12461,12462,12463,12464,12465,12466,12467,12468,12469,12470,12471,12472,12473,12474,12475,12476,12477,12478,12479,12480,12481,12482,12483,12484,12485,12486,12487,12488,12489,12490,12491,12492,12493,12494,12495,12496,12497,12498,12499,12500,12501,12502,12503,12504,12505,12506,12507,12508,12509,12510,12511,12512,12513,12514,12515,12516,12517,12518,12519,12520,12521,12522,12523,12524,12525,12526,12527,12528,12529,12530,12531,12532,12533,12534,12535,12536,12537,12538,12539,12540,00000}
@attribute name2 {12449,12450,12451,12452,12453,12454,12455,12456,12457,12458,12459,12460,12461,12462,12463,12464,12465,12466,12467,12468,12469,12470,12471,12472,12473,12474,12475,12476,12477,12478,12479,12480,12481,12482,12483,12484,12485,12486,12487,12488,12489,12490,12491,12492,12493,12494,12495,12496,12497,12498,12499,12500,12501,12502,12503,12504,12505,12506,12507,12508,12509,12510,12511,12512,12513,12514,12515,12516,12517,12518,12519,12520,12521,12522,12523,12524,12525,12526,12527,12528,12529,12530,12531,12532,12533,12534,12535,12536,12537,12538,12539,12540,00000}
@attribute name3 {12449,12450,12451,12452,12453,12454,12455,12456,12457,12458,12459,12460,12461,12462,12463,12464,12465,12466,12467,12468,12469,12470,12471,12472,12473,12474,12475,12476,12477,12478,12479,12480,12481,12482,12483,12484,12485,12486,12487,12488,12489,12490,12491,12492,12493,12494,12495,12496,12497,12498,12499,12500,12501,12502,12503,12504,12505,12506,12507,12508,12509,12510,12511,12512,12513,12514,12515,12516,12517,12518,12519,12520,12521,12522,12523,12524,12525,12526,12527,12528,12529,12530,12531,12532,12533,12534,12535,12536,12537,12538,12539,12540,00000}
@attribute name4 {12449,12450,12451,12452,12453,12454,12455,12456,12457,12458,12459,12460,12461,12462,12463,12464,12465,12466,12467,12468,12469,12470,12471,12472,12473,12474,12475,12476,12477,12478,12479,12480,12481,12482,12483,12484,12485,12486,12487,12488,12489,12490,12491,12492,12493,12494,12495,12496,12497,12498,12499,12500,12501,12502,12503,12504,12505,12506,12507,12508,12509,12510,12511,12512,12513,12514,12515,12516,12517,12518,12519,12520,12521,12522,12523,12524,12525,12526,12527,12528,12529,12530,12531,12532,12533,12534,12535,12536,12537,12538,12539,12540,00000}
@attribute name5 {12449,12450,12451,12452,12453,12454,12455,12456,12457,12458,12459,12460,12461,12462,12463,12464,12465,12466,12467,12468,12469,12470,12471,12472,12473,12474,12475,12476,12477,12478,12479,12480,12481,12482,12483,12484,12485,12486,12487,12488,12489,12490,12491,12492,12493,12494,12495,12496,12497,12498,12499,12500,12501,12502,12503,12504,12505,12506,12507,12508,12509,12510,12511,12512,12513,12514,12515,12516,12517,12518,12519,12520,12521,12522,12523,12524,12525,12526,12527,12528,12529,12530,12531,12532,12533,12534,12535,12536,12537,12538,12539,12540,00000}
@attribute name6 {12449,12450,12451,12452,12453,12454,12455,12456,12457,12458,12459,12460,12461,12462,12463,12464,12465,12466,12467,12468,12469,12470,12471,12472,12473,12474,12475,12476,12477,12478,12479,12480,12481,12482,12483,12484,12485,12486,12487,12488,12489,12490,12491,12492,12493,12494,12495,12496,12497,12498,12499,12500,12501,12502,12503,12504,12505,12506,12507,12508,12509,12510,12511,12512,12513,12514,12515,12516,12517,12518,12519,12520,12521,12522,12523,12524,12525,12526,12527,12528,12529,12530,12531,12532,12533,12534,12535,12536,12537,12538,12539,12540,00000}
@attribute strength numeric

@DATA
12450,12540,12465,12458,12473,?,567
12516,12502,12463,12525,12531,?,329
12480,12473,12488,12480,12473,?,474
12478,12525,12450,?,?,?,330
12478,12525,12450,12540,12463,?,510
12481,12521,12540,12511,12451,?,300
12481,12521,12481,12540,12494,?,470
12468,12481,12512,?,?,?,290
12468,12481,12511,12523,?,?,390
12468,12481,12523,12476,12523,?,490
12518,12491,12521,12531,?,?,290
12480,12502,12521,12531,?,?,370
12521,12531,12463,12523,12473,?,490
12467,12450,12523,12498,12540,?,305
12473,12527,12531,12490,?,?,473
12496,12491,12503,12483,12481,?,305
12496,12491,12522,12483,12481,?,395
12496,12452,12496,12491,12521,?,535
12471,12461,12472,12459,?,?,335
12513,12502,12461,12472,12459,?,475
12456,12514,12531,12460,?,?,428
12459,12502,12523,12514,?,?,315
12471,12517,12496,12523,12468,?,495
12479,12510,12466,12479,12465,?,294
12514,12525,12496,12524,12523,?,464
12503,12523,12522,12523,?,?,335
12502,12523,12531,12466,12523,?,480
12510,12510,12531,12508,12454,?,470
12496,12481,12517,12523,?,?,319
12487,12531,12481,12517,12521,?,472
12486,12483,12471,12540,12489,?,305
12490,12483,12488,12524,12452,?,489
12462,12450,12523,?,?,?,300
12462,12462,12450,12523,?,?,440
12462,12462,12462,12450,12523,?,520
12471,12499,12471,12521,12473,?,275
12471,12499,12499,12540,12523,?,405
12471,12499,12523,12489,12531,?,515
12522,12464,12524,12540,?,?,335
12458,12540,12505,12512,?,?,485
12498,12488,12514,12471,?,?,275
12521,12531,12503,12521,12540,?,370
12471,12515,12531,12487,12521,?,520
12461,12496,12468,?,?,?,320
12458,12494,12531,12489,?,?,410
12458,12494,12494,12463,12473,?,540
12463,12510,12471,12517,12531,?,305
12484,12531,12505,12450,12540,?,485
12501,12522,12540,12472,12458,?,485
12481,12519,12508,12510,12461,?,305
12450,12462,12523,12480,12540,?,495
12510,12483,12462,12519,?,?,471
12467,12472,12519,12501,12540,?,350
12467,12472,12519,12531,12489,?,510
12463,12522,12512,12460,12531,?,485
12468,12499,12483,12488,?,?,303
12468,12523,12540,12464,?,?,483
12467,12510,12479,12490,?,?,340
12461,12522,12461,12470,12531,?,490
12496,12483,12501,12525,12531,?,490
12527,12471,12508,12531,?,?,350
12454,12457,12540,12464,12523,?,510
12496,12523,12481,12515,12452,?,370
12496,12523,12472,12540,12490,?,510
12463,12452,12479,12521,12531,?,484
12450,12452,12450,12531,12488,?,484
12514,12494,12474,?,?,?,300
12472,12504,12483,12489,?,?,420
12469,12470,12531,12489,12521,?,600
12513,12521,12523,12496,?,?,360
12454,12523,12460,12514,12473,?,550
12467,12496,12523,12458,12531,?,580
12486,12521,12461,12458,12531,?,580
12499,12522,12472,12458,12531,?,580
12488,12523,12493,12525,12473,?,580
12508,12523,12488,12525,12473,?,580
12524,12471,12521,12512,?,?,680
12476,12463,12525,12512,?,?,680
12521,12531,12489,12525,12473,?,600
12461,12517,12524,12512,?,?,660
12465,12523,12487,12451,12458,?,580
12513,12525,12456,12483,12479,?,600
12466,12494,12475,12463,12488,?,600
12495,12522,12510,12525,12531,?,313
12495,12522,12508,12540,12464,?,405
12502,12522,12460,12525,12531,?,530
12501,12457,12483,12467,?,?,307
12486,12540,12523,12490,12540,?,409
12510,12501,12457,12463,12471,12540,534
12465,12525,12510,12484,?,?,314
12466,12467,12460,12471,12521,?,405
12466,12483,12467,12454,12460,?,530
12507,12523,12499,12540,?,?,237
12507,12523,12540,12489,?,?,423
12516,12516,12467,12510,?,?,278
12498,12494,12516,12467,12510,?,382
12501,12449,12452,12450,12525,12540,499
12467,12501,12461,12512,12471,?,200
12467,12501,12540,12521,12452,?,213
12499,12499,12520,12531,?,?,411
12471,12471,12467,?,?,?,369
12459,12456,12531,12472,12471,?,507
12501,12521,12504,12504,?,?,303
12501,12521,12456,12483,12486,?,371
12501,12521,12540,12472,12455,12473,552
12513,12455,12540,12463,12523,?,350
12468,12540,12468,12540,12488,?,531
12516,12531,12481,12515,12512,?,348
12468,12525,12531,12480,?,?,495
12488,12522,12511,12450,12531,?,472
12491,12515,12473,12497,12540,?,355
12491,12515,12458,12491,12463,12473,466
12498,12488,12484,12461,?,?,325
12491,12480,12531,12462,12523,?,448
12462,12523,12460,12523,12489,?,520
12471,12517,12471,12517,12503,?,341
12501,12524,12501,12527,12531,?,462
12506,12525,12483,12497,12501,?,341
12506,12525,12522,12540,12512,?,480
12510,12540,12452,12540,12459,?,288
12459,12521,12510,12493,12525,?,482
12459,12513,12486,12486,?,?,306
12460,12513,12494,12487,12473,?,500
12463,12474,12514,12540,?,?,320
12489,12521,12511,12489,12525,?,494
12454,12487,12483,12509,12454,?,330
12502,12525,12473,12479,12540,?,500
12456,12522,12461,12486,12523,?,289
12456,12524,12470,12540,12489,?,481
12481,12468,12521,12473,?,?,362
12460,12481,12468,12521,12473,?,521
12450,12510,12523,12473,?,?,362
12450,12510,12523,12523,12460,?,521
12491,12531,12501,12451,12450,?,525
12523,12481,12515,12502,12523,?,500
12487,12487,12531,12493,?,?,431
12513,12524,12471,12540,?,?,500
12492,12513,12521,?,?,?,300
12492,12513,12452,12523,?,?,452
12492,12513,12523,12468,12531,?,600
12463,12524,12483,12501,12451,?,470
12508,12463,12524,12540,?,?,309
12458,12540,12525,12483,12488,?,474
12496,12465,12483,12481,12515,?,335
12497,12531,12503,12472,12531,?,494
12459,12481,12467,12540,12523,?,304
12463,12524,12505,12540,12473,?,514
12458,12531,12496,12483,12488,?,245
12458,12531,12496,12540,12531,?,535
12476,12523,12493,12450,12473,?,680
12452,12505,12523,12479,12523,?,680
12472,12460,12523,12487,?,?,600
12487,12451,12450,12531,12471,12540,600
12501,12540,12497,?,?,?,600
12508,12523,12465,12491,12458,12531,600
